STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Assam,Nalbari,PMGSY-III,37,1,29,0,8,1,208.322,154.83533,175.68,120.8979,32.642
Assam,Nowgaon,PMGSY-I,862,46,862,46,0,0,2200.263,1158.28563,2191.611,1240.8632,0
Assam,Sonitpur,PMGSY-II,20,4,20,4,0,0,180.67,130.875,180.62,133.7059,0
Assam,Tinsukia,PMGSY-II,17,2,17,2,0,0,85.2,58.7516,85.24,59.1161,0
Bihar,Araria,PMGSY-I,320,220,317,209,3,11,1646.233,1354.31006,1598.568,1246.4348,1.522
Bihar,Araria,PMGSY-II,15,54,15,50,0,4,317.75,361.92875,315.35,394.1226,0
Bihar,Arwal,PMGSY-II,1,0,1,0,0,0,4.05,1.21388,3.95,2.2139,0
Bihar,Arwal,PMGSY-III,9,4,3,1,6,3,74.283,60.09925,24.836,16.8686,48.404
Bihar,Banka,PMGSY-II,5,0,5,0,0,0,57.16,24.2928,57.16,23.4551,0
Bihar,Banka,RCPLWEA,11,16,11,16,0,0,183.075,272.19727,181.293,217.3813,0
Bihar,"East Champaran",PMGSY-III,35,20,20,0,15,20,264.603,274.35575,209.25,174.5658,54.274
Bihar,Gaya,PMGSY-II,20,3,20,3,0,0,141.465,94.72322,141.295,99.1389,0
Bihar,Gaya,PMGSY-III,23,3,20,0,3,3,174.673,113.70823,139.901,61.9595,19.111
Bihar,Jamui,PMGSY-III,3,0,3,0,0,0,18.262,9.85921,18.261,5.7785,0
Bihar,"Kaimur (Bhabhua)",PMGSY-III,13,2,10,0,3,2,140.607,109.74506,98.59,48.1592,42.015
Bihar,Khagaria,PMGSY-II,3,0,3,0,0,0,14.967,6.5288,14.952,7.004,0
Bihar,Madhubani,PMGSY-II,12,0,12,0,0,0,85.31,38.44442,84.653,39.0325,0
Bihar,Patna,PMGSY-I,631,19,626,19,5,0,1733.216,879.30644,1641.799,768.5342,14.906
Bihar,Purnia,PMGSY-III,32,69,19,36,13,33,318.905,484.96039,215.636,359.3169,99.543
Bihar,Rohtas,RCPLWEA,22,2,20,2,2,0,89.77,97.69917,85.905,74.8447,3.625
Bihar,Sheikhpura,PMGSY-III,1,0,1,0,0,0,5.035,2.85845,4.97,2.4786,0
Bihar,Supaul,PMGSY-I,215,20,213,16,2,4,672.916,468.9238,661.146,435.3536,1.662
Bihar,Supaul,PMGSY-III,20,13,15,8,5,5,151.835,156.20206,113.385,134.6263,34.915
Bihar,"West Champaran",PMGSY-II,8,0,8,0,0,0,32.895,14.98459,31.893,15.0084,0
Chhattisgarh,Balodabazar,PMGSY-II,7,0,7,0,0,0,90.31,57.6072,88.072,44.2343,0
Chhattisgarh,Bastar,PMGSY-I,426,16,426,16,0,0,1993.505,671.0231,1928.808,720.1787,0
Chhattisgarh,Bastar,PMGSY-III,20,1,20,0,0,1,300.38,208.82543,309.63,185.6391,0
Chhattisgarh,Bijapur,RCPLWEA,17,7,5,1,12,6,352.8,292.68083,68.9,51.8079,284.35
Chhattisgarh,Bilaspur,PM-JANMAN,20,0,0,0,20,0,82.05,60.81166,0,0,82.05
Chhattisgarh,Dantewada,RCPLWEA,17,3,14,2,3,1,156.525,192.4754,123.825,102.2007,32.7
Chhattisgarh,Durg,PMGSY-I,96,0,96,0,0,0,375,103.6962,354.46,94.6991,0
Chhattisgarh,Durg,PMGSY-III,15,6,15,0,0,6,99.75,77.8226,95.785,53.2108,0
Chhattisgarh,Gariaband,PM-JANMAN,35,0,0,0,35,0,65.295,36.0105,0,0,65.295
Chhattisgarh,"Gaurella Pendra Marwahi",PMGSY-III,11,0,11,0,0,0,102.4,44.82817,102.4,42.6314,0
Chhattisgarh,Jangir-Champa,PMGSY-I,369,0,369,0,0,0,1345.73,348.9464,1294.997,315.516,0
Chhattisgarh,Jangir-Champa,PMGSY-II,14,0,14,0,0,0,128.018,87.62729,127.665,66.1556,0
Chhattisgarh,Kanker,RCPLWEA,124,36,92,13,32,23,690.725,512.91634,524.029,324.5423,161.815
Chhattisgarh,Kawardha,PMGSY-I,349,11,349,11,0,0,1506.47,470.3142,1453.718,475.8791,0
Chhattisgarh,Kondagaon,PMGSY-I,249,12,248,12,1,0,1201.185,457.53484,1144.046,513.4272,4.5
Chhattisgarh,Kondagaon,RCPLWEA,72,11,63,3,9,8,549.97,392.95706,480.875,268.1877,66.27
Chhattisgarh,Korba,PMGSY-II,9,0,9,0,0,0,113.93,79.16499,113.43,68.9137,0
Chhattisgarh,Korba,PMGSY-III,25,5,25,2,0,3,270.065,172.543,271.085,142.6705,0
Chhattisgarh,Koria,PM-JANMAN,43,0,0,0,43,0,178.648,112.06936,0,0,178.648
Chhattisgarh,Mahasamund,PMGSY-III,15,0,15,0,0,0,159.505,85.94025,159.165,74.2225,0
Chhattisgarh,Narayanpur,RCPLWEA,10,8,0,1,10,7,123.4,117.1387,7,25.2453,116.4
Chhattisgarh,Narayanpur,PM-JANMAN,16,0,0,0,16,0,62.486,52.75325,0,0,62.486
Chhattisgarh,Raigarh,PMGSY-III,24,0,24,0,0,0,307.175,160.605,306.853,138.8714,0
Chhattisgarh,Raipur,PMGSY-III,11,0,11,0,0,0,85.601,55.325,85.367,43.663,0
Chhattisgarh,Rajnandgaon,RCPLWEA,54,22,47,5,7,17,415.825,308.05882,371.854,208.9858,34.8
Chhattisgarh,Sukma,RCPLWEA,46,0,10,0,36,0,452.555,257.6045,156.925,118.5738,295.63
Chhattisgarh,Surajpur,PMGSY-III,21,11,21,2,0,9,293.33,207.60849,293.12,176.6238,0
Chhattisgarh,Surguja,PMGSY-II,6,0,6,0,0,0,81.95,49.1598,81.735,42.852,0
Chhattisgarh,Surguja,PMGSY-III,16,4,16,0,0,4,184.854,108.7031,183.049,89.0811,0
Gujarat,Ahmedabad,PMGSY-I,113,3,113,3,0,0,376.194,86.3174,376.192,84.6569,0
Gujarat,Anand,PMGSY-II,7,0,7,0,0,0,55.56,35.7655,55.421,33.2326,0
Gujarat,Anand,PMGSY-III,9,4,9,0,0,4,87.41,53.87667,86.78,30.1816,0
Gujarat,Banaskantha,PMGSY-I,221,0,221,0,0,0,581.105,167.7729,571.986,169.3812,0
Gujarat,Banaskantha,PMGSY-III,19,4,15,0,4,4,187.94,114.42566,175.05,52.8628,11.71
Gujarat,Bharuch,PMGSY-I,44,0,44,0,0,0,168.47,41.534,166.88,48.5185,0
Gujarat,Bhavnagar,PMGSY-I,59,0,59,0,0,0,147.345,24.7903,144.845,26.2212,0
Gujarat,Dahod,PMGSY-I,744,0,744,0,0,0,1541,418.9183,1517.585,426.5685,0
Gujarat,Dangs,PMGSY-III,2,4,2,0,0,4,22.756,36.645,22.756,26.9761,0
Gujarat,"Devbhumi Dwarka",PMGSY-III,7,7,1,0,6,7,71.917,51.44682,26.42,15.215,45.494
Gujarat,Gandhinagar,PMGSY-I,28,0,28,0,0,0,54.19,7.6,53.71,8.3398,0
Gujarat,Kutch,PMGSY-III,16,48,14,0,2,48,160.1,206.61621,143.384,79.5801,15.3
Gujarat,Narmada,PMGSY-III,8,3,8,0,0,3,83.397,50.8225,83.383,38.2553,0
Gujarat,Navsari,PMGSY-II,4,0,4,0,0,0,27.07,15.2419,27.074,13.2753,0
Gujarat,Navsari,PMGSY-III,8,6,8,0,0,6,61.59,86.0764,62.59,49.9832,0
Gujarat,Rajkot,PMGSY-II,3,0,3,0,0,0,44.2,18.448,40.85,14.2535,0
Gujarat,Surat,PMGSY-III,12,11,12,0,0,11,100.895,99.09984,98.903,53.0644,0
Gujarat,Valsad,PMGSY-I,271,29,271,29,0,0,784.585,245.0476,752.133,254.6429,0
Haryana,Ambala,PMGSY-II,5,0,5,0,0,0,54.055,53.3121,54.055,45.0251,0
Haryana,Ambala,PMGSY-III,11,0,11,0,0,0,91.81,36.0116,90.574,32.1199,0
Haryana,Jind,PMGSY-III,19,0,19,0,0,0,246.687,125.83535,243.951,108.7085,0
Haryana,Kaithal,PMGSY-I,20,0,20,0,0,0,281.71,103.4395,279.57,91.5525,0
Haryana,Kaithal,PMGSY-III,8,0,8,0,0,0,71.945,36.70425,71.046,33.5642,0
Haryana,Kurukshetra,PMGSY-III,10,0,10,0,0,0,93.27,35.2041,90.858,31.5763,0
Haryana,Mohindergarh,PMGSY-I,20,0,20,0,0,0,199.27,79.4164,197.02,64.3346,0
Haryana,Palwal,PMGSY-I,10,0,10,0,0,0,127.435,42.2248,127.385,32.1335,0
Haryana,Palwal,PMGSY-II,5,0,5,0,0,0,51.47,57.6741,51.03,41.7525,0
Haryana,Rohtak,PMGSY-II,2,0,2,0,0,0,18.432,13.7,18.112,9.4461,0
Haryana,Sirsa,PMGSY-I,18,0,18,0,0,0,276.32,80.0627,276.32,72.9615,0
Haryana,Sonepat,PMGSY-III,14,0,14,0,0,0,130.849,61.02902,128.771,56.2293,0
Haryana,"Yamuna Nagar",PMGSY-II,5,0,5,0,0,0,53.24,56.8816,53.24,47.2958,0
"Himachal Pradesh",Kangra,PMGSY-II,24,0,24,0,0,0,234.39,156.6955,234.025,151.5347,0
"Himachal Pradesh",Kangra,PMGSY-III,58,5,2,0,56,5,518.163,560.84994,14.095,8.6402,504.068
"Himachal Pradesh",Kinnaur,PMGSY-III,2,0,0,0,2,0,22.69,21.62738,17.5,12.5894,5.19
"Himachal Pradesh","Lahul And Spiti",PMGSY-II,2,0,2,0,0,0,31.115,31.4474,30.8,33.2482,0
"Himachal Pradesh","Lahul And Spiti",PMGSY-III,10,0,0,0,10,0,114.063,119.82945,0,11.5211,114.063
"Himachal Pradesh",Mandi,PMGSY-II,20,0,19,0,1,0,229.33,186.4931,224.4,176.6031,2.43
"Himachal Pradesh",Solan,PMGSY-III,25,4,0,0,25,4,291.26,306.40434,0,2.2132,291.26
"Himachal Pradesh",Una,PMGSY-I,181,23,181,23,0,0,988.735,382.4297,985.008,357.7341,0
"Himachal Pradesh",Una,PMGSY-III,19,11,0,0,19,11,159.19,243.631,0,0,159.19
"Jammu And Kashmir",Bandipora,PMGSY-III,6,0,3,0,3,0,24.861,19.8507,15.2,12.88,9.461
"Jammu And Kashmir",Budgam,PMGSY-I,150,4,150,3,0,1,600.65,453.9842,583.66,430.2827,0
"Jammu And Kashmir",Doda,PMGSY-III,10,1,4,0,6,1,110.42,129.675,35.1,70.767,75.32
"Jammu And Kashmir",Kathua,PMGSY-I,209,32,199,32,10,0,1475.163,961.20406,1424.676,837.3692,34.442
"Jammu And Kashmir",Srinagar,PMGSY-II,1,0,1,0,0,0,7,4.625,4.2,2.2908,0
"Jammu And Kashmir",Udhampur,PMGSY-I,398,60,384,55,14,5,3033.195,1773.4541,2907.433,1661.3696,78.232
Jharkhand,Deoghar,PMGSY-III,18,2,5,0,13,2,160.47,105.2488,64.684,59.7778,94.289
Jharkhand,Dhanbad,PMGSY-I,101,0,101,0,0,0,289.445,80.8792,285.709,76.2936,0
Jharkhand,Dhanbad,RCPLWEA,16,0,13,0,3,0,31.401,24.432,28.593,19.5255,2.808
Jharkhand,Dumka,PMGSY-II,9,0,9,0,0,0,85.75,59.3747,85.7,50.4258,0
Jharkhand,Godda,PMGSY-II,8,1,8,1,0,0,72.92,42.7545,71.892,36.6694,0
Jharkhand,Gumla,RCPLWEA,17,30,11,26,6,4,264.96,296.89745,220.14,264.6149,44.85
Jharkhand,Gumla,PM-JANMAN,23,0,0,0,23,0,76.75,69.7007,0,0,76.75
Jharkhand,Koderma,RCPLWEA,1,0,1,0,0,0,23.66,17.6847,23.66,21.5079,0
Jharkhand,Latehar,PM-JANMAN,3,0,0,0,3,0,5.1,3.87638,0,0,5.1
Jharkhand,Lohardaga,PMGSY-I,122,8,122,8,0,0,532.271,184.77132,518.791,183.4775,0
Jharkhand,Lohardaga,PMGSY-II,4,0,4,0,0,0,28.9,14.44132,28.9,9.9162,0
Jharkhand,Palamu,PMGSY-II,9,0,9,0,0,0,92.99,67.2765,93.32,60.9392,0
Jharkhand,Palamu,RCPLWEA,14,10,4,7,10,3,110.547,141.3135,75.391,119.2915,35.053
Jharkhand,"Pashchimi Singhbhum",RCPLWEA,31,22,23,9,8,13,302.715,305.34461,246.245,253.1576,54.779
Jharkhand,"Purbi Singhbhum",PMGSY-III,17,12,5,0,12,12,178.091,151.07022,120.285,59.6733,56.928
Jharkhand,Ramgarh,PMGSY-II,3,0,3,0,0,0,42.7,26.83655,42.43,20.65,0
Jharkhand,Ranchi,PMGSY-I,403,12,402,12,1,0,1134.065,446.65972,1111.493,392.1997,0
Jharkhand,Ranchi,RCPLWEA,1,1,1,0,0,1,5.54,8.2123,5.54,7.6573,0
Jharkhand,Sahibganj,PMGSY-II,8,0,8,0,0,0,56.4,38.0902,56.4,34.1855,0
Jharkhand,"Saraikela Kharsawan",PMGSY-II,7,0,7,0,0,0,52.16,30.79855,52.045,28.775,0
Jharkhand,"Saraikela Kharsawan",RCPLWEA,15,9,13,7,2,2,131.527,110.35551,128.097,108.1977,3.43
Jharkhand,Simdega,PMGSY-III,8,2,2,0,6,2,95.037,75.24856,44.269,46.3719,50.518
Karnataka,"Bangalore R",PMGSY-I,114,0,114,0,0,0,591.9,106.2548,591.9,109.9389,0
Karnataka,"Bangalore U",PMGSY-II,10,0,10,0,0,0,54.67,18.7393,52.416,17.9575,0
Karnataka,"Bangalore U",PMGSY-III,12,0,11,0,1,0,108.44,88.1428,105.03,73.3249,3.42
Karnataka,Chamarajanagar,PMGSY-I,68,0,68,0,0,0,315.695,57.0738,315.695,69.2926,0
Karnataka,Chickballapur,PMGSY-I,113,0,113,0,0,0,547.87,104.0092,547.87,120.9034,0
Karnataka,Chickballapur,PMGSY-III,17,0,17,0,0,0,157.79,85.5812,155.083,86.535,0
Karnataka,Chickmagalur,PMGSY-I,118,1,118,1,0,0,572.31,122.8202,572.31,139.3843,0
Karnataka,Chitradurga,PMGSY-I,124,3,124,3,0,0,528.6,94.7622,528.6,109.2394,0
Karnataka,"Dakshina Kannada",PMGSY-III,21,7,21,7,0,0,172.595,151.51757,172.02,157.0654,0
Karnataka,"Dakshina Kannada",PM-JANMAN,2,1,0,0,2,1,5.75,7.8075,0,0,5.75
Karnataka,Dharwad,PMGSY-III,22,16,17,15,5,1,164.51,132.0631,146.146,124.0687,15.89
Karnataka,Gadag,PMGSY-III,21,17,21,16,0,1,167.28,117.99868,162.266,124.07,0
Karnataka,Gulbarga,PMGSY-I,87,7,87,7,0,0,746.158,146.7877,746.158,157.4206,0
Karnataka,Haveri,PMGSY-I,112,1,112,1,0,0,705.52,162.3088,705.543,195.5453,0
Karnataka,Kodagu,PMGSY-II,6,2,6,2,0,0,40.07,28.9295,40.11,30.5761,0
Karnataka,Kolar,PMGSY-II,10,0,10,0,0,0,64.99,24.0913,64.95,24.9098,0
Karnataka,Mandya,PMGSY-III,32,0,32,0,0,0,189.635,118.2531,185.326,107.0887,0
Karnataka,Ramnagar,PMGSY-II,10,0,10,0,0,0,60.11,19.9574,55.708,18.7171,0
Karnataka,Shimoga,PMGSY-I,169,0,169,0,0,0,735.48,159.3763,735.635,189.7799,0
Karnataka,Udupi,PM-JANMAN,1,0,0,0,1,0,0.501,0.433,0,0,0.501
Karnataka,Yadgir,PMGSY-II,5,0,5,0,0,0,38.448,18.1973,37.73,17.3365,0
Kerala,Alappuzha,PMGSY-III,14,0,0,0,14,0,59.983,36.82623,8.377,11.3609,51.606
Kerala,Ernakulam,PMGSY-III,26,1,4,0,22,1,146.379,118.90189,45.512,28.7247,100.284
Kerala,Kannur,PMGSY-III,19,0,5,0,14,0,109.849,107.30278,38.605,24.4919,71.268
Kerala,Palakkad,PMGSY-I,85,0,84,0,1,0,277.88,163.3612,267.416,171.2763,3.77
Kerala,Palakkad,PMGSY-II,14,0,14,0,0,0,56.473,45.02302,56.343,35.7413,0
Kerala,Pathanamthitta,PMGSY-II,10,0,10,0,0,0,28.112,21.7898,28.002,18.1261,0
Kerala,Thiruvananthapuram,PMGSY-II,13,0,13,0,0,0,58.735,45.2943,58.735,38.0261,0
Kerala,Wayanad,PMGSY-II,7,0,7,0,0,0,36.5,34.0362,36.37,26.6839,0
"Madhya Pradesh",Alirajpur,PMGSY-I,304,24,304,24,0,0,1286.98,448.0477,1235.33,504.9899,0
"Madhya Pradesh",Alirajpur,PMGSY-II,3,0,3,0,0,0,38.55,24.43456,38.82,21.0181,0
"Madhya Pradesh",Anuppur,PMGSY-III,15,1,12,1,3,0,156.181,99.98494,154.246,74.6511,0.86
"Madhya Pradesh",Balaghat,RCPLWEA,35,43,2,12,33,31,337.47,477.24568,78.74,240.5542,257.53
"Madhya Pradesh",Balaghat,PMGSY-III,30,8,28,5,2,3,382.282,251.85357,376.547,145.9307,2.4
"Madhya Pradesh",Balaghat,PM-JANMAN,16,0,1,0,15,0,51.31,40.86958,8.861,0,42.36
"Madhya Pradesh",Barwani,PMGSY-II,11,18,11,18,0,0,104.689,90.48632,104.694,70.5735,0
"Madhya Pradesh",Betul,PMGSY-II,16,7,16,7,0,0,193.142,143.43732,188.772,131.6025,0
"Madhya Pradesh",Bhind,PMGSY-II,5,0,5,0,0,0,66.78,51.2411,66.528,53.8182,0
"Madhya Pradesh",Bhopal,PMGSY-III,7,5,2,0,5,5,79.61,74.5744,42.399,29.3153,36.925
"Madhya Pradesh",Burhanpur,PMGSY-III,10,13,4,6,6,7,80.375,74.8902,69.217,33.0908,10.635
"Madhya Pradesh",Chhatarpur,PMGSY-II,17,5,17,5,0,0,121.83,74.59624,121.967,67.8781,0
"Madhya Pradesh",Datia,PMGSY-I,222,2,222,2,0,0,813.455,235.85814,798.663,198.1627,0
"Madhya Pradesh",Datia,PMGSY-II,3,0,3,0,0,0,44.542,29.9998,44.542,24.1808,0
"Madhya Pradesh",Dewas,PMGSY-I,374,22,374,22,0,0,1422.735,539.7617,1362.9,514.5918,0
"Madhya Pradesh",Dhar,PMGSY-II,11,16,11,16,0,0,196.205,172.1021,189.208,148.5201,0
"Madhya Pradesh",Dindori,PMGSY-III,23,5,20,0,3,5,262.155,197.15199,254.844,105.3702,4.265
"Madhya Pradesh",Gwalior,PMGSY-II,11,2,11,2,0,0,82.775,61.2194,83.531,53.241,0
"Madhya Pradesh",Harda,PMGSY-I,128,14,128,14,0,0,728.87,237.52875,663.859,251.2175,0
"Madhya Pradesh",Harda,PMGSY-II,3,1,3,1,0,0,59.86,38.31338,57.5,36.4251,0
"Madhya Pradesh",Jhabua,PMGSY-I,402,17,402,16,0,1,1606.875,496.37632,1562.114,469.3558,0
"Madhya Pradesh",Mandla,PMGSY-III,25,7,24,3,1,4,291.573,199.1078,289.694,109.5545,1.1
"Madhya Pradesh",Mandla,PM-JANMAN,14,0,0,0,14,0,33.19,23.46824,0,0,33.19
"Madhya Pradesh",Mandsour,PMGSY-II,5,7,5,7,0,0,93.581,71.2707,90.562,64.2365,0
"Madhya Pradesh",Morena,PM-JANMAN,2,0,0,0,2,0,3.6,2.69933,0,0,3.6
"Madhya Pradesh",Rajgarh,PMGSY-III,14,12,10,9,4,3,232.3,201.83261,210.803,122.0728,17
"Madhya Pradesh",Ratlam,PMGSY-I,406,20,406,20,0,0,1441.27,452.61312,1432.071,434.2625,0
"Madhya Pradesh",Ratlam,PMGSY-II,5,7,5,7,0,0,93.925,86.37772,94.187,76.223,0
"Madhya Pradesh",Rewa,PMGSY-III,32,5,30,5,2,0,332.595,206.99358,322.985,147.2813,4.6
"Madhya Pradesh",Sagar,PMGSY-I,519,24,519,22,0,2,1912.948,638.57422,1853.515,573.0341,0
"Madhya Pradesh",Sagar,PMGSY-II,13,8,13,8,0,0,178.727,151.28449,177.55,140.3944,0
"Madhya Pradesh",Satna,PMGSY-II,11,2,11,2,0,0,113.13,78.0208,111.202,73.351,0
"Madhya Pradesh",Shahdol,PMGSY-III,20,3,16,1,4,2,196.28,120.3251,170.781,67.7835,25.405
"Madhya Pradesh",Shajapur,PMGSY-II,5,7,5,7,0,0,79.146,51.0444,78.981,49.5073,0
"Madhya Pradesh",Sheopur,PM-JANMAN,2,0,0,0,2,0,5.62,4.58826,0,0,5.62
"Madhya Pradesh",Shivpuri,PMGSY-III,25,11,24,8,1,3,340.067,276.18536,333.523,179.1471,0.5
"Madhya Pradesh",Shivpuri,PM-JANMAN,16,0,0,0,16,0,46.25,32.64328,0,0,46.25
"Madhya Pradesh",Sidhi,PMGSY-I,295,4,294,3,1,1,1930.483,528.0658,1751.733,470.2664,4.8
"Madhya Pradesh",Sidhi,PMGSY-II,1,2,1,2,0,0,17.225,11.1029,17.225,9.6652,0
"Madhya Pradesh",Sidhi,PMGSY-III,18,2,16,1,2,1,192.8,119.032,160.583,68.3223,31.1
"Madhya Pradesh",Sidhi,PM-JANMAN,19,0,0,0,19,0,74.41,52.4727,0,0,74.41
"Madhya Pradesh",Tikamgarh,PMGSY-I,388,6,388,6,0,0,1371.855,391.46,1374.578,333.6567,0
"Madhya Pradesh",Ujjain,PMGSY-I,517,7,517,7,0,0,1882.956,653.51385,1836.344,657.7292,0
"Madhya Pradesh",Vidisha,PMGSY-I,369,4,369,4,0,0,1416.114,443.6099,1377.771,389.903,0
"Madhya Pradesh",Vidisha,PMGSY-II,8,12,8,12,0,0,143.085,120.83913,142.462,104.2672,0
"Madhya Pradesh",Vidisha,PMGSY-III,22,18,16,13,6,5,277.336,236.84604,269.652,175.5888,2.396
Maharashtra,Akola,PMGSY-III,10,1,8,0,2,1,116.01,101.72549,110.51,105.1391,5.5
Maharashtra,Amrawati,PMGSY-II,8,2,8,2,0,0,66.6,33.8249,65.9,30.3332,0
Maharashtra,Beed,PMGSY-II,12,9,12,9,0,0,101.72,68.0453,99.534,63.0521,0
Maharashtra,Bhandara,PMGSY-II,10,0,10,0,0,0,66.61,36.1044,65.785,32.312,0
Maharashtra,Buldhana,PMGSY-I,133,14,133,14,0,0,564.63,125.0043,564.63,126.5149,0
Maharashtra,Gondia,PMGSY-II,13,1,13,1,0,0,86.81,49.5096,86.42,39.5875,0
Maharashtra,Hingoli,PMGSY-II,6,1,6,1,0,0,33.9,21.0556,33.9,19.3926,0
Maharashtra,Jalgaon,PMGSY-II,18,3,18,3,0,0,115.52,56.6378,114.911,55.8172,0
Maharashtra,Jalna,PMGSY-I,175,65,175,65,0,0,818.15,230.2545,810.626,232.4458,0
Maharashtra,Jalna,PMGSY-II,9,4,9,4,0,0,49.95,37.4794,49.21,29.9556,0
Maharashtra,Kolhapur,PMGSY-I,140,10,140,9,0,1,584.11,172.3683,579.25,186.1468,0
Maharashtra,Nanded,PMGSY-I,119,20,119,20,0,0,644.39,160.0989,612.78,166.7206,0
Maharashtra,Nandurbar,PMGSY-III,21,0,5,0,16,0,155.815,102.41629,72.02,46.5332,83.38
Maharashtra,Osmanabad,PMGSY-II,7,9,7,9,0,0,60.35,50.1433,60.3,47.0803,0
Maharashtra,Parbhani,PMGSY-II,7,6,7,6,0,0,49.38,39.0058,48.58,35.4389,0
Maharashtra,Raigad,PMGSY-I,88,2,87,2,1,0,321.595,115.5063,307.79,127.7495,4.65
Maharashtra,Ratnagiri,PMGSY-I,147,0,147,0,0,0,443.973,150.8118,443.715,155.6318,0
Maharashtra,Thane,PMGSY-I,43,0,43,0,0,0,115.012,38.8165,110.396,32.9066,0
Maharashtra,Thane,PMGSY-II,4,0,4,0,0,0,31.307,14.1871,31.107,12.2026,0
Maharashtra,Wardha,PMGSY-I,137,9,137,9,0,0,976.956,240.7053,959.839,-31.8426,0
Maharashtra,Washim,PMGSY-II,6,1,6,1,0,0,39.38,24.2801,39.38,21.3985,0
Maharashtra,Yavatmal,PMGSY-I,147,37,147,37,0,0,913.3,230.781,918.3,567.0564,0
Maharashtra,Yavatmal,PMGSY-III,30,27,24,0,6,27,240.7,232.75546,195.87,142.781,43.09
Manipur,Chandel,PMGSY-III,5,0,0,0,5,0,52.4,41.5295,0,0,52.4
Manipur,Tamenglong,PMGSY-I,175,24,138,14,37,10,1697.24,796.65261,1600.725,651.6541,97.48
Manipur,Thoubal,PMGSY-III,9,0,0,0,9,0,89.195,65.83598,0,0,89.195
Meghalaya,"East Khasi Hills",PMGSY-II,18,0,18,0,0,0,106.012,73.62574,105.915,71.7412,0
Meghalaya,Jaintia,PMGSY-III,8,0,0,0,8,0,91.95,85.76398,0,0,91.95
Meghalaya,Ribhoi,PMGSY-III,4,0,0,0,4,0,34.62,25.00668,0,5.0398,34.62
Meghalaya,"West Khasi Hills",PMGSY-I,213,11,206,11,7,0,967.815,539.2124,924.858,488.7062,42.226
Mizoram,Aizawl,PMGSY-I,64,0,64,0,0,0,759.82,355.6042,757.82,352.1993,0
Mizoram,Aizawl,PMGSY-II,1,0,0,0,1,0,46,76.221,39,73.9729,7
Mizoram,Champhai,PMGSY-II,1,0,1,0,0,0,60,95.2352,60,87.8885,0
Mizoram,Champhai,PMGSY-III,4,0,0,0,4,0,94.64,103.35239,0,0,94.64
Mizoram,Lawngtlai,PMGSY-III,1,0,0,0,1,0,29.1,43.655,0,0,29.1
Mizoram,Mamit,PMGSY-III,3,0,0,0,3,0,111.31,115.49372,0,0,111.31
Mizoram,Serchhip,PMGSY-I,31,0,31,0,0,0,459.09,232.1615,457.55,223.6491,0
Mizoram,Serchhip,PMGSY-III,2,0,0,0,2,0,50.88,62.54132,0,0,50.88
Nagaland,Mon,PMGSY-III,6,0,0,0,6,0,82.13,84.5841,0,0,82.13
Nagaland,Phek,PMGSY-III,3,0,0,0,3,0,24.82,22.4863,0,0,24.82
Odisha,Balangir,PMGSY-III,56,22,30,11,26,11,391.311,267.13396,281.43,201.64,103.654
Odisha,Boudh,PMGSY-III,11,2,11,2,0,0,82.54,57.07282,81.076,55.163,0
Odisha,Deogarh,PMGSY-II,4,0,4,0,0,0,35.9,15.437,36.726,14.8763,0
Odisha,Deogarh,PM-JANMAN,4,0,0,0,4,0,24.67,22.0606,0,0,24.67
Odisha,Dhenkanal,PMGSY-I,400,9,400,9,0,0,1202.851,457.51093,1153.66,436.0007,0
Odisha,Gajapati,PMGSY-I,397,4,396,4,1,0,1718.05,755.39607,1663.909,877.6709,2.5
Odisha,Ganjam,PMGSY-II,43,2,43,2,0,0,288.931,123.91889,287.349,113.585,0
Odisha,Jharsuguda,PMGSY-II,5,0,5,0,0,0,48.757,20.2333,47.457,17.1657,0
Odisha,Kalahandi,PMGSY-I,747,58,747,58,0,0,3325.484,1409.96473,3150.211,1412.9765,0
Odisha,Nawarangpur,PMGSY-II,15,2,15,2,0,0,119.74,68.7833,121.258,66.4907,0
Odisha,Nawarangpur,PMGSY-III,46,5,13,0,33,5,301.296,217.7506,229.234,134.0175,71.868
Odisha,Nayagarh,PMGSY-I,351,11,350,11,1,0,1251.285,627.21815,1202.438,602.5346,2.9
Odisha,Nayagarh,PMGSY-III,41,4,19,1,22,3,253.776,163.30212,155.229,101.6139,95.938
Odisha,Nuapara,PMGSY-III,21,1,13,0,8,1,168.43,100.93398,146.909,79.65,20.238
Odisha,Puri,PMGSY-III,40,1,20,0,20,1,293.841,174.94112,249.721,139.1969,42.224
Odisha,Rayagada,PMGSY-I,602,21,602,21,0,0,3094.46,1241.08408,2942.946,1280.1645,0
Odisha,Rayagada,PMGSY-III,47,5,37,4,10,1,359.817,257.217,336.772,212.6059,23.902
